,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
38,GSM7840594,DRG10_GW21_S1_L001_R1_003,GSM7840594,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808132 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088685,NONE,GSE245310,0
39,GSM7840595,DRG10_GW21_S1_L001_R1_004,GSM7840595,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808131 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088686,NONE,GSE245310,0
40,GSM7840596,DRG_GW9_lane1_S3-1_S9_L001_R1_001,GSM7840596,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808130 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088687,NONE,GSE245310,0
41,GSM7840597,DRG_GW9_lane1_S3-2_S10_L001_R1_001,GSM7840597,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808129 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088688,NONE,GSE245310,0
42,GSM7840598,DRG_GW9_lane1_S3-3_S11_L001_R1_002,GSM7840598,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808128 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088689,NONE,GSE245310,0
43,GSM7840599,DRG_GW9_lane1_S3-4_S12_L001_R1_002,GSM7840599,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808127 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088690,NONE,GSE245310,0
44,GSM7840600,DRG_GW9_lane2_S3-1,GSM7840600,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808126 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088691,NONE,GSE245310,0
45,GSM7840601,DRG_GW9_lane2_S3-2,GSM7840601,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808125 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088692,NONE,GSE245310,0
46,GSM7840602,DRG_GW9_lane2_S3-3,GSM7840602,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808124 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088693,NONE,GSE245310,0
47,GSM7840603,DRG_GW9_lane2_S3-4,GSM7840603,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808123 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088694,NONE,GSE245310,0
48,GSM7840604,DRG_GW9_lane3_S3-1,GSM7840604,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808122 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088643,NONE,GSE245310,0
49,GSM7840605,DRG_GW9_lane3_S3-2,GSM7840605,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808121 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088644,NONE,GSE245310,0
50,GSM7840606,DRG_GW9_lane3_S3-3,GSM7840606,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808120 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088645,NONE,GSE245310,0
51,GSM7840607,DRG_GW9_lane3_S3-4,GSM7840607,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808119 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088646,NONE,GSE245310,0
